"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1733","252500","세화피앤씨",4005,20,0.5,"KOSDAQ","화학",83076495975,30,133.5,1256,3.19,10,0.25
"1734","177830","파버나인",5980,40,0.67,"KOSDAQ","일반전기전자",82888905580,NA,NA,4104,1.46,0,0
"1735","214680","디알텍",1600,0,0,"KOSDAQ","의료·정밀기기",82851748800,20,80,763,2.1,0,0
"1736","219420","링크제니시스",8280,150,1.85,"KOSDAQ","소프트웨어",8.28e+10,59,140.34,3029,2.73,0,0
"1737","003780","진양산업",6350,-2070,-24.58,"KOSPI","화학",8.255e+10,525,12.1,3159,2.01,200,3.15
"1738","219130","타이거일렉",13050,200,1.56,"KOSDAQ","반도체",82401484500,255,51.18,6915,1.89,0,0
"1739","052860","아이앤씨",4655,155,3.44,"KOSDAQ","반도체",82365821370,339,13.73,3126,1.49,100,2.15
"1740","066410","버킷스튜디오",1995,-60,-2.92,"KOSDAQ","디지털컨텐츠",82215414330,NA,NA,1334,1.5,0,0
"1741","096690","에이루트",6390,-100,-1.54,"KOSDAQ","정보기기",82129775400,350,18.26,13630,0.47,0,0
"1742","027580","상보",1750,-20,-1.13,"KOSDAQ","화학",81931984750,NA,NA,631,2.77,0,0
"1743","065570","삼영이엔씨",8530,660,8.39,"KOSDAQ","통신장비",81867545060,NA,NA,8544,1,0,0
"1744","008370","원풍",6820,-320,-4.48,"KOSDAQ","화학",8.184e+10,173,39.42,6125,1.11,150,2.2
"1745","069410","엔텔스",7980,-10,-0.13,"KOSDAQ","소프트웨어",81753695520,203,39.31,4116,1.94,0,0
"1746","187220","디티앤씨",7270,40,0.55,"KOSDAQ","기타서비스",81728016860,NA,NA,7738,0.94,0,0
"1747","264850","이랜시스",2840,230,8.81,"KOSDAQ","일반전기전자",81655146080,48,59.17,895,3.17,40,1.41
"1748","307280","원바이오젠",2350,-25,-1.05,"KOSDAQ","제약",81633280100,NA,NA,NA,NA,0,0
"1749","025870","신라에스지",20400,2450,13.65,"KOSDAQ","유통",8.16e+10,181,112.71,3963,5.15,0,0
"1750","051380","피씨디렉트",10600,-150,-1.4,"KOSDAQ","유통",81286481600,494,21.46,4705,2.25,100,0.94
"1751","001810","무림SP",3670,85,2.37,"KOSDAQ","종이·목재",81244625000,61,60.16,9203,0.4,35,0.95
"1752","101240","씨큐브",8000,90,1.14,"KOSDAQ","화학",81105472000,659,12.14,5336,1.5,170,2.13
"1753","054630","에이디칩스",1530,-20,-1.29,"KOSDAQ","기타제조",81104475330,NA,NA,683,2.24,0,0
"1754","208710","바이오로그디바이스",2760,200,7.81,"KOSDAQ","IT부품",81030403920,219,12.6,1944,1.42,0,0
"1755","147830","제룡산업",8100,-350,-4.14,"KOSDAQ","금속",8.1e+10,255,31.76,5685,1.42,100,1.23
"1756","025880","케이씨피드",4840,0,0,"KOSDAQ","음식료·담배",80904752720,NA,NA,3124,1.55,15,0.31
"1757","021820","세원정공",8090,0,0,"KOSPI","운수장비",8.09e+10,760,10.64,41536,0.19,25,0.31
"1758","005860","한일사료",2050,-5,-0.24,"KOSDAQ","음식료·담배",80777554250,NA,NA,1568,1.31,25,1.22
"1759","008800","행남사",1770,0,0,"KOSDAQ","음식료·담배",80762168880,NA,NA,671,2.64,0,0
"1760","031310","아이즈비전",5110,-100,-1.92,"KOSDAQ","통신장비",80597853140,NA,NA,5581,0.92,0,0
"1761","339950","아이비김영",1895,205,12.13,"KOSDAQ","기타서비스",80512211225,NA,NA,NA,NA,0,0
"1762","318010","팜스빌",10150,100,1,"KOSDAQ","음식료·담배",80482780700,1093,9.29,6987,1.45,200,1.97
"1763","111110","호전실업",10050,-200,-1.95,"KOSPI","섬유의복",8.04e+10,346,29.05,14353,0.7,250,2.49
"1764","005670","푸드웰",8000,-110,-1.36,"KOSDAQ","음식료·담배",8e+10,3153,2.54,7681,1.04,100,1.25
"1765","042110","에스씨디",1655,-5,-0.3,"KOSDAQ","일반전기전자",79985428420,NA,NA,2083,0.79,15,0.91
"1766","169330","엠브레인",8910,-80,-0.89,"KOSDAQ","기타서비스",79908969690,511,17.44,2521,3.53,220,2.47
"1767","356890","싸이버원",17150,-1050,-5.77,"KOSDAQ","소프트웨어",79590234500,588,29.17,2703,6.34,0,0
"1768","018620","우진비앤지",2755,-10,-0.36,"KOSDAQ","제약",79590002215,NA,NA,1050,2.62,0,0
"1769","024880","케이피에프",4490,-55,-1.21,"KOSDAQ","금속",79554942500,480,9.35,9274,0.48,160,3.56
"1770","126870","뉴로스",2230,0,0,"KOSDAQ","기계·장비",79475797330,NA,NA,2748,0.81,0,0
"1771","317870","엔바이오니아",10350,300,2.99,"KOSDAQ","기타제조",79416119250,159,65.09,2897,3.57,0,0
"1772","150840","인트로메딕",2485,175,7.58,"KOSDAQ","의료·정밀기기",79414785100,NA,NA,598,4.16,0,0
"1773","011080","형지I&C",2030,110,5.73,"KOSDAQ","섬유·의류",79080006040,NA,NA,581,3.49,0,0
"1774","011700","한신기계",2435,0,0,"KOSPI","기계",79006377685,51,47.75,2496,0.98,15,0.62
"1775","065620","제낙스",15950,0,0,"KOSDAQ","금속",78982709300,NA,NA,330,48.33,0,0
"1776","001560","제일연마",7890,-210,-2.59,"KOSPI","비금속광물",7.89e+10,853,9.25,8396,0.94,220,2.79
"1777","036480","대성미생물",20750,1350,6.96,"KOSDAQ","제약",7.885e+10,750,27.67,9235,2.25,85,0.41
"1778","263020","디케이앤디",10150,540,5.62,"KOSDAQ","화학",78796500300,365,27.81,6629,1.53,0,0
"1779","020180","대신정보통신",2050,-150,-6.82,"KOSDAQ","컴퓨터서비스",78779275750,39,52.56,678,3.02,10,0.49
"1780","000850","화천기공",35700,0,0,"KOSPI","기계",7.854e+10,3388,10.54,134845,0.26,1250,3.5
"1781","108860","셀바스AI",3560,210,6.27,"KOSDAQ","소프트웨어",78519164200,NA,NA,1380,2.58,0,0
"1782","009770","삼정펄프",31350,0,0,"KOSPI","종이목재",78374090850,1868,16.78,73851,0.42,0,0
"1783","272110","케이엔제이",12350,-200,-1.59,"KOSDAQ","기계·장비",78366085200,863,14.31,4267,2.89,0,0
"1784","090370","메타랩스",1230,-20,-1.6,"KOSPI","섬유의복",78338622510,NA,NA,1022,1.2,0,0
"1785","133820","화인베스틸",2635,-30,-1.13,"KOSPI","철강금속",77864250000,NA,NA,3118,0.85,0,0
"1786","096350","대창솔루션",475,0,0,"KOSDAQ","금속",77786479275,NA,NA,412,1.15,0,0
"1787","058730","다스코",5050,-10,-0.2,"KOSPI","기계",7.777e+10,125,40.4,8008,0.63,0,0
"1788","100660","서암기계공업",6170,120,1.98,"KOSDAQ","기계·장비",7.7742e+10,173,35.66,4891,1.26,50,0.81
"1789","088790","진도",6240,20,0.32,"KOSPI","유통업",77673922560,NA,NA,8030,0.78,100,1.6
"1790","078350","한양디지텍",5660,-20,-0.35,"KOSDAQ","반도체",77607967300,NA,NA,2890,1.96,0,0
"1791","006660","삼성공조",9540,-60,-0.63,"KOSPI","운수장비",77525035560,593,16.09,26712,0.36,60,0.63
"1792","300080","플리토",14850,-400,-2.62,"KOSDAQ","디지털컨텐츠",77365693350,NA,NA,4642,3.2,0,0
"1793","008290","원풍물산",1900,0,0,"KOSDAQ","섬유·의류",77317990100,NA,NA,1119,1.7,0,0
"1794","076080","웰크론한텍",3865,20,0.52,"KOSDAQ","건설",77223094230,NA,NA,3257,1.19,0,0
"1795","203450","유니온커뮤니티",5250,350,7.14,"KOSDAQ","일반전기전자",77064786750,299,17.56,2360,2.22,70,1.33
"1796","290120","대유에이피",7080,-50,-0.7,"KOSDAQ","운송장비·부품",77064192840,733,9.66,4288,1.65,200,2.82
"1797","000590","CS홀딩스",66400,1900,2.95,"KOSPI","기타금융",76657604800,8435,7.87,195584,0.34,500,0.75
"1798","024840","KBI메탈",2320,-95,-3.93,"KOSDAQ","금속",76445967360,196,11.84,2735,0.85,0,0
"1799","014990","인디에프",1290,-5,-0.39,"KOSPI","섬유의복",76023563550,NA,NA,1063,1.21,0,0
"1800","255220","SG",2040,60,3.03,"KOSDAQ","비금속",75751332240,287,7.11,1924,1.06,0,0
"1801","217620","디딤",2040,-60,-2.86,"KOSDAQ","숙박·음식",75580935120,39,52.31,887,2.3,0,0
"1802","127120","디엔에이링크",4605,155,3.48,"KOSDAQ","기타서비스",75492951660,NA,NA,815,5.65,0,0
"1803","247660","나노씨엠에스",17900,150,0.85,"KOSDAQ","일반전기전자",75339668000,NA,NA,750,23.87,0,0
"1804","313760","윌링스",15350,150,0.99,"KOSDAQ","일반전기전자",74631700000,717,21.41,7453,2.06,80,0.52
"1805","038060","루멘스",1550,-80,-4.91,"KOSDAQ","반도체",74559756950,NA,NA,2482,0.62,0,0
"1806","195500","마니커에프앤지",6920,-10,-0.14,"KOSDAQ","음식료·담배",74514560000,301,22.99,3153,2.19,0,0
"1807","054040","한국컴퓨터",4620,-80,-1.7,"KOSDAQ","IT부품",74249359800,496,9.31,5849,0.79,130,2.81
"1808","225430","케이엠제약",2660,0,0,"KOSDAQ","화학",74179553000,NA,NA,1077,2.47,0,0
"1809","007370","진양제약",6180,60,0.98,"KOSDAQ","제약",7.416e+10,147,42.04,3639,1.7,100,1.62
"1810","014130","한익스프레스",6180,60,0.98,"KOSPI","운수창고업",7.416e+10,479,12.9,5960,1.04,70,1.13
"1811","064520","바른전자",1005,0,0,"KOSDAQ","반도체",74054909385,NA,NA,639,1.57,0,0
"1812","171010","램테크놀러지",6370,-20,-0.31,"KOSDAQ","반도체",73936386160,276,23.08,2683,2.37,0,0
"1813","258830","세종메디칼",10900,-150,-1.36,"KOSDAQ","의료·정밀기기",73877376900,520,20.96,6822,1.6,100,0.92
"1814","002290","삼일기업공사",5950,-370,-5.85,"KOSDAQ","건설",7.378e+10,265,22.45,4744,1.25,100,1.68
"1815","130500","GH신소재",6700,230,3.55,"KOSDAQ","섬유·의류",7.37e+10,204,32.84,3899,1.72,0,0
"1816","263860","지니언스",7800,80,1.04,"KOSDAQ","소프트웨어",73667880000,343,22.74,3585,2.18,0,0
"1817","046110","한일네트웍스",6160,-220,-3.45,"KOSDAQ","컴퓨터서비스",73638038320,589,10.46,5635,1.09,230,3.73
"1818","092780","동양피스톤",5590,20,0.36,"KOSPI","운수장비",73611691400,753,7.42,8059,0.69,120,2.15
"1819","018680","서울제약",8630,80,0.94,"KOSDAQ","제약",73566633490,28,308.21,5958,1.45,15,0.17
"1820","014100","메디앙스",6200,0,0,"KOSDAQ","화학",7.316e+10,3302,1.88,6925,0.9,0,0
"1821","219550","MP한강",916,-23,-2.45,"KOSDAQ","유통",73122323424,NA,NA,536,1.71,0,0
"1822","126640","화신정공",2010,-80,-3.83,"KOSDAQ","운송장비·부품",73111512870,99,20.3,2217,0.91,30,1.49
"1823","011560","세보엠이씨",6940,0,0,"KOSDAQ","건설",73078200000,NA,NA,14252,0.49,150,2.16
"1824","196300","애니젠",14550,150,1.04,"KOSDAQ","제약",73057950750,NA,NA,2989,4.87,0,0
"1825","038950","파인디지털",7140,-110,-1.52,"KOSDAQ","통신장비",72904862100,NA,NA,8435,0.85,50,0.7
"1826","307180","아이엘사이언스",3430,175,5.38,"KOSDAQ","일반전기전자",72791538890,NA,NA,621,5.52,0,0
"1827","021880","메이슨캐피탈",733,-17,-2.27,"KOSDAQ","금융",72702171064,NA,NA,313,2.34,0,0
"1828","041590","젬백스지오",936,32,3.54,"KOSDAQ","건설",72607190760,NA,NA,1169,0.8,0,0
"1829","032750","삼진",12100,450,3.86,"KOSDAQ","일반전기전자",7.26e+10,2019,5.99,12767,0.95,200,1.65
"1830","085810","알티캐스트",2550,-50,-1.92,"KOSDAQ","소프트웨어",72461766450,NA,NA,2931,0.87,0,0
"1831","097870","효성오앤비",8530,50,0.59,"KOSDAQ","화학",72419700000,203,42.02,7102,1.2,100,1.17
"1832","080470","성창오토텍",9900,130,1.33,"KOSDAQ","운송장비·부품",7.227e+10,NA,NA,5186,1.91,30,0.3
"1833","105330","케이엔더블유",7040,-120,-1.68,"KOSDAQ","일반전기전자",72239882880,NA,NA,4847,1.45,0,0
"1834","078650","코렌",1040,-65,-5.88,"KOSDAQ","의료·정밀기기",71734387920,NA,NA,1030,1.01,0,0
"1835","007120","미래아이앤지",554,-2,-0.36,"KOSPI","서비스업",71734217992,109,5.08,537,1.03,0,0
"1836","087600","픽셀플러스",8770,750,9.35,"KOSDAQ","반도체",71620713660,NA,NA,9523,0.92,0,0
"1837","073010","케이에스피",1975,-15,-0.75,"KOSDAQ","기계·장비",71479707575,46,42.93,629,3.14,0,0
"1838","067920","이글루시큐리티",6500,-170,-2.55,"KOSDAQ","소프트웨어",71474773500,211,30.81,4392,1.48,140,2.15
"1839","017510","세명전기",4675,40,0.86,"KOSDAQ","금속",71275050000,224,20.87,4681,1,80,1.71
"1840","131100","스카이이앤엠",1725,-25,-1.43,"KOSDAQ","유통",71210078625,NA,NA,516,3.34,0,0
"1841","000950","전방",42300,1450,3.55,"KOSPI","섬유의복",7.1064e+10,NA,NA,50283,0.84,0,0
"1842","013000","세우글로벌",2470,0,0,"KOSPI","유통업",70901426570,3,823.33,1387,1.78,0,0
"1843","101390","아이엠",1665,165,11,"KOSDAQ","IT부품",70839829260,NA,NA,770,2.16,0,0
"1844","049630","재영솔루텍",963,17,1.8,"KOSDAQ","IT부품",70811279406,82,11.74,744,1.29,0,0
"1845","050120","라이브플렉스",5220,-20,-0.38,"KOSDAQ","유통",70804528920,NA,NA,6670,0.78,0,0
"1846","054540","삼영엠텍",5440,-60,-1.09,"KOSDAQ","금속",7.072e+10,273,19.93,5964,0.91,100,1.84
"1847","220180","핸디소프트",3645,-15,-0.41,"KOSDAQ","소프트웨어",7.0713e+10,NA,NA,2868,1.27,0,0
"1848","215480","토박스코리아",1470,5,0.34,"KOSDAQ","유통",70669939830,4,367.5,555,2.65,0,0
"1849","101000","상상인인더스트리",1110,-5,-0.45,"KOSDAQ","기계·장비",70565097600,NA,NA,400,2.78,0,0
"1850","010470","오리콤",5950,50,0.85,"KOSDAQ","기타서비스",70478047500,532,11.18,7081,0.84,220,3.7
"1851","294630","서남",3410,120,3.65,"KOSDAQ","일반전기전자",70352255600,NA,NA,357,9.55,0,0
"1852","212560","네오오토",8890,-90,-1,"KOSDAQ","운송장비·부품",70008421070,317,28.04,10077,0.88,50,0.56
"1853","090410","덕신하우징",1515,50,3.41,"KOSDAQ","금속",69817403925,39,38.85,1814,0.84,0,0
"1854","008870","금비",69800,300,0.43,"KOSPI","비금속광물",6.98e+10,8088,8.63,103528,0.67,1700,2.44
"1855","153490","우리이앤엘",1395,15,1.09,"KOSDAQ","반도체",69610500000,99,14.09,1223,1.14,0,0
"1856","138070","신진에스엠",7740,170,2.25,"KOSDAQ","금속",69444696420,275,28.15,7926,0.98,70,0.9
"1857","130740","티피씨글로벌",6150,370,6.4,"KOSDAQ","운송장비·부품",69351575850,NA,NA,5671,1.08,20,0.33
"1858","002220","한일철강",2625,45,1.74,"KOSPI","철강금속",69293017500,NA,NA,6586,0.4,0,0
"1859","037400","우리조명",2780,0,0,"KOSDAQ","일반전기전자",69286901880,53,52.45,2799,0.99,0,0
"1860","036000","예림당",3005,-10,-0.33,"KOSDAQ","출판·매체복제",69218002385,NA,NA,9308,0.32,0,0
"1861","190510","나무가",10050,50,0.5,"KOSDAQ","IT부품",69054454500,NA,NA,3231,3.11,0,0
"1862","060540","에스에이티",2640,-20,-0.75,"KOSDAQ","통신장비",68991927840,355,7.44,3231,0.82,50,1.89
"1863","002820","선창산업",5470,260,4.99,"KOSPI","종이목재",68965699830,NA,NA,17354,0.32,0,0
"1864","263810","상신전자",4840,-90,-1.83,"KOSDAQ","일반전기전자",68944435120,176,27.5,2424,2,0,0
"1865","008110","대동전자",6570,-200,-2.95,"KOSPI","전기전자",68922236790,512,12.83,13257,0.5,500,7.61
"1866","267790","배럴",8740,-350,-3.85,"KOSDAQ","섬유·의류",68919270000,883,9.9,5855,1.49,0,0
"1867","037440","희림",4950,15,0.3,"KOSDAQ","기타서비스",68916251250,288,17.19,3827,1.29,150,3.03
"1868","084670","동양고속",23800,-50,-0.21,"KOSPI","운수창고업",68914542200,12104,1.97,45514,0.52,4700,19.75
"1869","059120","아진엑스텍",7060,-70,-0.98,"KOSDAQ","반도체",68825087760,253,27.91,4198,1.68,100,1.42
"1870","318000","한국바이오젠",8400,0,0,"KOSDAQ","화학",68685330000,NA,NA,3159,2.66,50,0.6
"1871","012170","키위미디어그룹",1105,0,0,"KOSPI","서비스업",68534900070,NA,NA,NA,NA,0,0
"1872","159910","스킨앤스킨",263,0,0,"KOSDAQ","반도체",68488344954,NA,NA,282,0.93,0,0
"1873","111820","지와이커머스",2470,0,0,"KOSDAQ","인터넷",68476266950,NA,NA,18,137.22,0,0
"1874","069460","대호에이엘",2505,75,3.09,"KOSPI","철강금속",68455197120,NA,NA,972,2.58,0,0
"1875","016100","리더스코스메틱",3725,-45,-1.19,"KOSDAQ","화학",68446238025,NA,NA,1590,2.34,0,0
"1876","190650","코리아에셋투자증권",10700,-300,-2.73,"KOSDAQ","금융",68351600000,1207,8.86,10902,0.98,300,2.8
"1877","032680","소프트센",1910,-60,-3.05,"KOSDAQ","유통",68331779910,NA,NA,975,1.96,0,0
"1878","000220","유유제약",8500,10,0.12,"KOSPI","의약품",68299599500,392,21.68,6005,1.42,210,2.47
"1879","115310","인포바인",21300,200,0.95,"KOSDAQ","통신서비스",68008407900,4134,5.15,26580,0.8,900,4.23
"1880","204840","지엘팜텍",1440,125,9.51,"KOSDAQ","기타서비스",67982715360,NA,NA,62,23.23,0,0
"1881","039670","스포츠서울",7360,0,0,"KOSDAQ","출판·매체복제",67793710720,NA,NA,NA,NA,0,0
"1882","043090","큐브앤컴퍼니",2080,-45,-2.12,"KOSDAQ","유통",67787851040,NA,NA,731,2.85,0,0
"1883","080010","이상네트웍스",7500,60,0.81,"KOSDAQ","인터넷",67612500000,1061,7.07,10650,0.7,100,1.33
"1884","123700","SJM",4330,5,0.12,"KOSPI","운수장비",67569208340,438,9.89,10621,0.41,125,2.89
"1885","078940","코드네이처",2100,15,0.72,"KOSDAQ","건설",67220044500,NA,NA,695,3.02,0,0
"1886","036170","클라우드에어",1435,15,1.06,"KOSDAQ","반도체",67214896315,NA,NA,2258,0.64,0,0
"1887","006200","한국전자홀딩스",1430,-55,-3.7,"KOSPI","기타금융",66928484480,NA,NA,2289,0.62,0,0
"1888","177350","베셀",5970,-40,-0.67,"KOSDAQ","반도체",66818436960,NA,NA,1742,3.43,0,0
"1889","054410","케이피티유",13200,-1000,-7.04,"KOSDAQ","금속",6.6792e+10,NA,NA,6500,2.03,0,0
"1890","128660","피제이메탈",2690,-5,-0.19,"KOSDAQ","금속",66721062610,85,31.65,1634,1.65,100,3.72
"1891","065770","CS",3540,815,29.91,"KOSDAQ","통신장비",66676431000,NA,NA,1155,3.06,0,0
"1892","007770","한일화학",18950,-1050,-5.25,"KOSDAQ","화학",66514500000,475,39.89,26611,0.71,150,0.79
"1893","110020","전진바이오팜",11000,-500,-4.35,"KOSDAQ","화학",66462363000,NA,NA,557,19.75,0,0
"1894","204020","그리티",3295,85,2.65,"KOSDAQ","섬유·의류",66385781850,89,37.02,3678,0.9,30,0.91
"1895","045510","정원엔시스",2060,120,6.19,"KOSDAQ","컴퓨터서비스",66351141520,25,82.4,1200,1.72,0,0
"1896","100030","모바일리더",20150,-900,-4.28,"KOSDAQ","소프트웨어",66166837100,NA,NA,9486,2.12,0,0
"1897","007610","선도전기",3670,-30,-0.81,"KOSPI","전기전자",6.606e+10,NA,NA,4797,0.77,25,0.68
"1898","016920","카스",2750,320,13.17,"KOSDAQ","유통",65847919500,140,19.64,1893,1.45,10,0.36
"1899","091970","나노캠텍",2340,35,1.52,"KOSDAQ","화학",65708194500,NA,NA,2292,1.02,0,0
"1900","024850","피에스엠씨",1640,0,0,"KOSDAQ","반도체",65627097720,2,820,510,3.22,0,0
"1901","023150","MH에탄올",8890,-10,-0.11,"KOSPI","음식료품",65595096140,NA,NA,7785,1.14,350,3.94
"1902","001000","신라섬유",2700,-5,-0.18,"KOSDAQ","유통",65549358000,9,300,595,4.54,0,0
"1903","051780","큐로홀딩스",542,0,0,"KOSDAQ","방송서비스",65365630890,NA,NA,276,1.96,0,0
"1904","096640","멜파스",1930,-55,-2.77,"KOSDAQ","IT부품",65336731970,NA,NA,1327,1.45,0,0
"1905","094970","제이엠티",3870,-15,-0.39,"KOSDAQ","IT부품",64815688800,57,67.89,3300,1.17,50,1.29
"1906","224060","코디엠",246,15,6.49,"KOSDAQ","반도체",64755508404,41,6,448,0.55,0,0
"1907","226400","오스테오닉",4000,80,2.04,"KOSDAQ","의료·정밀기기",64519872000,40,100,2295,1.74,0,0
"1908","037760","쎄니트",1905,-15,-0.78,"KOSDAQ","금속",64451714505,62,30.73,2143,0.89,30,1.57
"1909","054180","메디콕스",1465,-5,-0.34,"KOSDAQ","운송장비·부품",64108804340,NA,NA,688,2.13,0,0
"1910","036620","버추얼텍",927,-23,-2.42,"KOSDAQ","유통",64066234428,NA,NA,287,3.23,0,0
"1911","010400","우진아이엔에스",8400,-10,-0.12,"KOSPI","건설업",64024800000,279,30.11,14032,0.6,250,2.98
"1912","174880","장원테크",888,-56,-5.93,"KOSDAQ","통신장비",63937159728,NA,NA,2073,0.43,0,0
"1913","154030","아시아종묘",6000,-90,-1.48,"KOSDAQ","농업, 임업 및 어업",63719814000,NA,NA,1562,3.84,0,0
"1914","197140","디지캡",8590,20,0.23,"KOSDAQ","출판·매체복제",63646084570,185,46.43,3932,2.18,70,0.81
"1915","140520","대창스틸",3180,0,0,"KOSDAQ","금속",6.36e+10,NA,NA,4685,0.68,100,3.14
"1916","024940","PN풍년",6350,-30,-0.47,"KOSDAQ","금속",6.35e+10,577,11.01,3828,1.66,25,0.39
"1917","221980","케이디켐",15700,0,0,"KOSDAQ","화학",63346360000,1917,8.19,19151,0.82,500,3.18
"1918","006570","대림통상",4160,55,1.34,"KOSPI","기계",6.3336e+10,NA,NA,6005,0.69,140,3.37
"1919","127710","아시아경제",2480,0,0,"KOSDAQ","디지털컨텐츠",63261660320,146,16.99,4044,0.61,0,0
"1920","048770","TPC",4495,95,2.16,"KOSDAQ","기계·장비",63196018595,NA,NA,2030,2.21,15,0.33
"1921","027040","서울전자통신",908,8,0.89,"KOSDAQ","유통",63186673076,59,15.39,1343,0.68,0,0
"1922","006920","모헨즈",5770,170,3.04,"KOSDAQ","비금속",63008400000,50,115.4,2067,2.79,0,0
"1923","069110","코스온",2630,0,0,"KOSDAQ","화학",62963935800,NA,NA,4765,0.55,0,0
"1924","091340","S&K폴리텍",5370,20,0.37,"KOSDAQ","IT부품",62848981770,1368,3.93,7586,0.71,0,0
"1925","050860","아세아텍",3575,-35,-0.97,"KOSDAQ","기계·장비",62562500000,60,59.58,5637,0.63,50,1.4
"1926","263920","블러썸엠앤씨",4555,0,0,"KOSDAQ","기타제조",62509048460,NA,NA,6606,0.69,0,0
"1927","038620","위즈코프",1535,-40,-2.54,"KOSDAQ","유통",62302633725,2,767.5,984,1.56,0,0
"1928","189690","포시에스",7540,-100,-1.31,"KOSDAQ","소프트웨어",62285006940,671,11.24,6906,1.09,100,1.33
"1929","000440","중앙에너비스",10000,-850,-7.83,"KOSDAQ","유통",62271300000,132,75.76,7246,1.38,160,1.6
"1930","025560","미래산업",3335,40,1.21,"KOSPI","의료정밀",62240868215,NA,NA,3850,0.87,0,0
"1931","106520","디지탈옵틱",490,3,0.62,"KOSDAQ","의료·정밀기기",62189692600,NA,NA,637,0.77,0,0
"1932","290270","휴네시온",6470,-20,-0.31,"KOSDAQ","소프트웨어",62161637840,187,34.6,2478,2.61,35,0.54
"1933","208370","셀바스헬스케어",2865,30,1.06,"KOSDAQ","의료·정밀기기",62114815860,NA,NA,1114,2.57,0,0
"1934","079950","인베니아",2665,5,0.19,"KOSDAQ","기계·장비",6.1828e+10,53,50.28,1945,1.37,0,0
"1935","025620","제이준코스메틱",1675,-5,-0.3,"KOSPI","화학",61823295250,NA,NA,1906,0.88,0,0
"1936","131760","파인텍",1440,55,3.97,"KOSDAQ","IT부품",61812115200,3,480,1459,0.99,0,0
"1937","090080","평화산업",1120,10,0.9,"KOSPI","운수장비",61490530080,NA,NA,610,1.84,0,0
"1938","032080","아즈텍WB",2860,160,5.93,"KOSDAQ","섬유·의류",61464342940,231,12.38,4437,0.64,0,0
"1939","059210","메타바이오메드",2575,35,1.38,"KOSDAQ","제약",61445553825,143,18.01,2232,1.15,10,0.39
"1940","222810","마이더스AI",511,-1,-0.2,"KOSDAQ","소프트웨어",61346710481,NA,NA,91,5.62,0,0
"1941","208350","지란지교시큐리티",7370,-140,-1.86,"KOSDAQ","출판·매체복제",61219207170,318,23.18,5177,1.42,0,0
"1942","168330","내츄럴엔도텍",2525,0,0,"KOSDAQ","기타서비스",61181194400,NA,NA,1010,2.5,0,0
"1943","311390","네오크레마",8320,90,1.09,"KOSDAQ","음식료·담배",60869078400,164,50.73,5197,1.6,0,0
"1944","075130","플랜티넷",6790,-180,-2.58,"KOSDAQ","컴퓨터서비스",60838400000,303,22.41,7467,0.91,250,3.68
"1945","048470","대동스틸",6070,70,1.17,"KOSDAQ","금속",6.07e+10,32,189.69,6111,0.99,30,0.49
"1946","238120","얼라인드",8440,170,2.06,"KOSDAQ","의료·정밀기기",60678941120,16,527.5,2918,2.89,0,0
"1947","021040","대호특수강",827,12,1.47,"KOSDAQ","금속",60464307102,10,82.7,933,0.89,0,0
"1948","006880","신송홀딩스",5110,-30,-0.58,"KOSPI","유통업",60445464380,NA,NA,7609,0.67,80,1.57
"1949","019490","하이트론",9000,-170,-1.85,"KOSPI","전기전자",60432876000,NA,NA,3091,2.91,0,0
"1950","044380","주연테크",1105,-35,-3.07,"KOSPI","전기전자",60346358345,NA,NA,731,1.51,0,0
"1951","101170","우림기계",4470,35,0.79,"KOSDAQ","기계·장비",6.0345e+10,NA,NA,6428,0.7,0,0
"1952","263540","샘코",2015,0,0,"KOSDAQ","운송장비·부품",60278610145,NA,NA,1101,1.83,0,0
"1953","178780","유테크",1730,0,0,"KOSDAQ","IT부품",60240302320,NA,NA,899,1.92,0,0
"1954","019180","티에이치엔",3345,45,1.36,"KOSPI","전기전자",6.021e+10,959,3.49,3503,0.95,60,1.79
"1955","071850","캐스텍코리아",3620,-25,-0.69,"KOSDAQ","운송장비·부품",59980460560,NA,NA,7346,0.49,0,0
"1956","066360","체리부로",2150,0,0,"KOSDAQ","음식료·담배",59925604100,NA,NA,3225,0.67,0,0
"1957","051630","진양화학",4990,-1310,-20.79,"KOSPI","화학",5.988e+10,NA,NA,2221,2.25,0,0
"1958","010280","쌍용정보통신",1475,-5,-0.34,"KOSDAQ","컴퓨터서비스",59684450150,32,46.09,1095,1.35,0,0
"1959","008470","부스타",7100,150,2.16,"KOSDAQ","금속",59674080000,416,17.07,8763,0.81,90,1.27
"1960","131090","시큐브",1490,0,0,"KOSDAQ","소프트웨어",5.96e+10,133,11.2,754,1.98,10,0.67
"1961","024740","한일단조",1990,-10,-0.5,"KOSDAQ","운송장비·부품",59483742720,107,18.6,3698,0.54,0,0
"1962","317830","에스피시스템스",7300,0,0,"KOSDAQ","기계·장비",59463610000,212,34.43,3737,1.95,20,0.27
"1963","128540","에코캡",4075,-80,-1.93,"KOSDAQ","운송장비·부품",59327110000,76,53.62,4556,0.89,0,0
"1964","257370","명성티엔에스",9210,0,0,"KOSDAQ","IT부품",59319850890,79,116.58,6005,1.53,0,0
"1965","246720","아스타",5150,-130,-2.46,"KOSDAQ","제약",59186493450,NA,NA,1291,3.99,0,0
